x,t,a,l,lp,n
9.36,0.303,1,0.9697,0.9698,0.7289351
9.88,0.303,1,0.9697,0.9698,0.71601885
10.4,0.303,1,0.9697,0.9698,0.70026537
10.92,0.303,1,0.9697,0.9698,0.68095973
11.44,0.303,1,0.9697,0.9698,0.65718277
11.96,0.303,1,0.9697,0.9698,0.62774705
12.48,0.303,1,0.9697,0.9698,0.59111112
13,0.303,1,0.9697,0.9698,0.54526398
13.52,0.303,1,0.9697,0.9698,0.48756901
14.04,0.303,1,0.9697,0.9698,0.4145517
14.56,0.303,1,0.9697,0.9698,0.32160999
15.08,0.303,1,0.9697,0.9698,0.20261687
15.6,0.303,1,0.9697,0.9698,0.07005715
16.12,0.303,1,0.9697,0.9698,0
16.64,0.303,1,0.9697,0.9698,0
17.16,0.303,1,0.9697,0.9698,0
17.68,0.303,1,0.9697,0.9698,0
18.2,0.303,1,0.9697,0.9698,0
18.72,0.303,1,0.9697,0.9698,0
19.24,0.303,1,0.9697,0.9698,0
19.76,0.303,1,0.9697,0.9698,0
20.28,0.303,1,0.9697,0.9698,0
-5.2,0.304,1,0.9696,0.9697,0.00039541
-4.68,0.304,1,0.9696,0.9697,0.00082934
-4.16,0.304,1,0.9696,0.9697,0.00173945
-3.64,0.304,1,0.9696,0.9697,0.00364832
-3.12,0.304,1,0.9696,0.9697,0.007652
-2.6,0.304,1,0.9696,0.9697,0.01604931
-2.08,0.304,1,0.9696,0.9697,0.03366183
-1.56,0.304,1,0.9696,0.9697,0.07060235
-1.04,0.304,1,0.9696,0.9697,0.14808144
-0.52,0.304,1,0.9696,0.9697,0.31058615
0,0.304,1,0.9696,0.9697,0.58367651
0.52,0.304,1,0.9696,0.9697,0.78858165
1.04,0.304,1,0.9696,0.9697,0.78836008
1.56,0.304,1,0.9696,0.9697,0.78793382
2.08,0.304,1,0.9696,0.9697,0.78729338
2.6,0.304,1,0.9696,0.9697,0.78642378
3.12,0.304,1,0.9696,0.9697,0.78530389
3.64,0.304,1,0.9696,0.9697,0.78390563
4.16,0.304,1,0.9696,0.9697,0.7821928
4.68,0.304,1,0.9696,0.9697,0.78011954
5.2,0.304,1,0.9696,0.9697,0.77762833
5.72,0.304,1,0.9696,0.9697,0.77464737
6.24,0.304,1,0.9696,0.9697,0.77108726
6.76,0.304,1,0.9696,0.9697,0.76683664
7.28,0.304,1,0.9696,0.9697,0.76175667
7.8,0.304,1,0.9696,0.9697,0.75567379
8.32,0.304,1,0.9696,0.9697,0.74837041
8.84,0.304,1,0.9696,0.9697,0.73957277
9.36,0.304,1,0.9696,0.9697,0.7289351
9.88,0.304,1,0.9696,0.9697,0.71601885
10.4,0.304,1,0.9696,0.9697,0.70026537
10.92,0.304,1,0.9696,0.9697,0.68095973
11.44,0.304,1,0.9696,0.9697,0.65718277
11.96,0.304,1,0.9696,0.9697,0.62774705
12.48,0.304,1,0.9696,0.9697,0.59111112
13,0.304,1,0.9696,0.9697,0.54526398
13.52,0.304,1,0.9696,0.9697,0.48756901
14.04,0.304,1,0.9696,0.9697,0.4145517
14.56,0.304,1,0.9696,0.9697,0.32160999
15.08,0.304,1,0.9696,0.9697,0.20261687
15.6,0.304,1,0.9696,0.9697,0.07005715
16.12,0.304,1,0.9696,0.9697,0
16.64,0.304,1,0.9696,0.9697,0
17.16,0.304,1,0.9696,0.9697,0
17.68,0.304,1,0.9696,0.9697,0
18.2,0.304,1,0.9696,0.9697,0
18.72,0.304,1,0.9696,0.9697,0
19.24,0.304,1,0.9696,0.9697,0
19.76,0.304,1,0.9696,0.9697,0
20.28,0.304,1,0.9696,0.9697,0
-5.2,0.305,1,0.9695,0.9696,0.00039541
-4.68,0.305,1,0.9695,0.9696,0.00082934
-4.16,0.305,1,0.9695,0.9696,0.00173945
-3.64,0.305,1,0.9695,0.9696,0.00364832
-3.12,0.305,1,0.9695,0.9696,0.007652
-2.6,0.305,1,0.9695,0.9696,0.01604931
-2.08,0.305,1,0.9695,0.9696,0.03366183
-1.56,0.305,1,0.9695,0.9696,0.07060235
-1.04,0.305,1,0.9695,0.9696,0.14808144
-0.52,0.305,1,0.9695,0.9696,0.31058615
0,0.305,1,0.9695,0.9696,0.58367651
0.52,0.305,1,0.9695,0.9696,0.78858165
1.04,0.305,1,0.9695,0.9696,0.78836008
1.56,0.305,1,0.9695,0.9696,0.78793382
2.08,0.305,1,0.9695,0.9696,0.78729338
2.6,0.305,1,0.9695,0.9696,0.78642378
3.12,0.305,1,0.9695,0.9696,0.78530389
3.64,0.305,1,0.9695,0.9696,0.78390563
4.16,0.305,1,0.9695,0.9696,0.7821928
4.68,0.305,1,0.9695,0.9696,0.78011954
5.2,0.305,1,0.9695,0.9696,0.77762833
5.72,0.305,1,0.9695,0.9696,0.77464737
6.24,0.305,1,0.9695,0.9696,0.77108726
6.76,0.305,1,0.9695,0.9696,0.76683664
7.28,0.305,1,0.9695,0.9696,0.76175667
7.8,0.305,1,0.9695,0.9696,0.75567379
8.32,0.305,1,0.9695,0.9696,0.74837041
8.84,0.305,1,0.9695,0.9696,0.73957277
9.36,0.305,1,0.9695,0.9696,0.7289351
9.88,0.305,1,0.9695,0.9696,0.71601885
10.4,0.305,1,0.9695,0.9696,0.70026537
10.92,0.305,1,0.9695,0.9696,0.68095973
11.44,0.305,1,0.9695,0.9696,0.65718277
11.96,0.305,1,0.9695,0.9696,0.62774705
12.48,0.305,1,0.9695,0.9696,0.59111112
13,0.305,1,0.9695,0.9696,0.54526398
13.52,0.305,1,0.9695,0.9696,0.48756901
14.04,0.305,1,0.9695,0.9696,0.4145517
14.56,0.305,1,0.9695,0.9696,0.32160999
15.08,0.305,1,0.9695,0.9696,0.20261687
15.6,0.305,1,0.9695,0.9696,0.07005715
16.12,0.305,1,0.9695,0.9696,0
16.64,0.305,1,0.9695,0.9696,0
17.16,0.305,1,0.9695,0.9696,0
17.68,0.305,1,0.9695,0.9696,0
18.2,0.305,1,0.9695,0.9696,0
18.72,0.305,1,0.9695,0.9696,0
19.24,0.305,1,0.9695,0.9696,0
19.76,0.305,1,0.9695,0.9696,0
20.28,0.305,1,0.9695,0.9696,0
-5.2,0.306,1,0.9694,0.9695,0.00039541
-4.68,0.306,1,0.9694,0.9695,0.00082934
-4.16,0.306,1,0.9694,0.9695,0.00173945
-3.64,0.306,1,0.9694,0.9695,0.00364832
-3.12,0.306,1,0.9694,0.9695,0.007652
-2.6,0.306,1,0.9694,0.9695,0.01604931
-2.08,0.306,1,0.9694,0.9695,0.03366183
-1.56,0.306,1,0.9694,0.9695,0.07060235
-1.04,0.306,1,0.9694,0.9695,0.14808144
-0.52,0.306,1,0.9694,0.9695,0.31058615
0,0.306,1,0.9694,0.9695,0.58367651
0.52,0.306,1,0.9694,0.9695,0.78858165
1.04,0.306,1,0.9694,0.9695,0.78836008
1.56,0.306,1,0.9694,0.9695,0.78793382
2.08,0.306,1,0.9694,0.9695,0.78729338
2.6,0.306,1,0.9694,0.9695,0.78642378
3.12,0.306,1,0.9694,0.9695,0.78530389
3.64,0.306,1,0.9694,0.9695,0.78390563
4.16,0.306,1,0.9694,0.9695,0.7821928
4.68,0.306,1,0.9694,0.9695,0.78011954
5.2,0.306,1,0.9694,0.9695,0.77762833
5.72,0.306,1,0.9694,0.9695,0.77464737
6.24,0.306,1,0.9694,0.9695,0.77108726
6.76,0.306,1,0.9694,0.9695,0.76683664
7.28,0.306,1,0.9694,0.9695,0.76175667
7.8,0.306,1,0.9694,0.9695,0.75567379
8.32,0.306,1,0.9694,0.9695,0.74837041
8.84,0.306,1,0.9694,0.9695,0.73957277
9.36,0.306,1,0.9694,0.9695,0.7289351
9.88,0.306,1,0.9694,0.9695,0.71601885
10.4,0.306,1,0.9694,0.9695,0.70026537
10.92,0.306,1,0.9694,0.9695,0.68095973
11.44,0.306,1,0.9694,0.9695,0.65718277
11.96,0.306,1,0.9694,0.9695,0.62774705
12.48,0.306,1,0.9694,0.9695,0.59111112
13,0.306,1,0.9694,0.9695,0.54526398
13.52,0.306,1,0.9694,0.9695,0.48756901
14.04,0.306,1,0.9694,0.9695,0.4145517
14.56,0.306,1,0.9694,0.9695,0.32160999
15.08,0.306,1,0.9694,0.9695,0.20261687
15.6,0.306,1,0.9694,0.9695,0.07005715
16.12,0.306,1,0.9694,0.9695,0
16.64,0.306,1,0.9694,0.9695,0
17.16,0.306,1,0.9694,0.9695,0
17.68,0.306,1,0.9694,0.9695,0
18.2,0.306,1,0.9694,0.9695,0
18.72,0.306,1,0.9694,0.9695,0
19.24,0.306,1,0.9694,0.9695,0
19.76,0.306,1,0.9694,0.9695,0
20.28,0.306,1,0.9694,0.9695,0
-5.2,0.307,1,0.9693,0.9694,0.00039541
-4.68,0.307,1,0.9693,0.9694,0.00082934
-4.16,0.307,1,0.9693,0.9694,0.00173945
-3.64,0.307,1,0.9693,0.9694,0.00364832
-3.12,0.307,1,0.9693,0.9694,0.007652
-2.6,0.307,1,0.9693,0.9694,0.01604931
-2.08,0.307,1,0.9693,0.9694,0.03366183
-1.56,0.307,1,0.9693,0.9694,0.07060235
-1.04,0.307,1,0.9693,0.9694,0.14808144
-0.52,0.307,1,0.9693,0.9694,0.31058615
0,0.307,1,0.9693,0.9694,0.58367651
0.52,0.307,1,0.9693,0.9694,0.78858165
1.04,0.307,1,0.9693,0.9694,0.78836008
1.56,0.307,1,0.9693,0.9694,0.78793382
2.08,0.307,1,0.9693,0.9694,0.78729338
2.6,0.307,1,0.9693,0.9694,0.78642378
3.12,0.307,1,0.9693,0.9694,0.78530389
3.64,0.307,1,0.9693,0.9694,0.78390563
4.16,0.307,1,0.9693,0.9694,0.7821928
4.68,0.307,1,0.9693,0.9694,0.78011954
5.2,0.307,1,0.9693,0.9694,0.77762833
5.72,0.307,1,0.9693,0.9694,0.77464737
6.24,0.307,1,0.9693,0.9694,0.77108726
6.76,0.307,1,0.9693,0.9694,0.76683664
7.28,0.307,1,0.9693,0.9694,0.76175667
7.8,0.307,1,0.9693,0.9694,0.75567379
8.32,0.307,1,0.9693,0.9694,0.74837041
8.84,0.307,1,0.9693,0.9694,0.73957277
9.36,0.307,1,0.9693,0.9694,0.7289351
9.88,0.307,1,0.9693,0.9694,0.71601885
10.4,0.307,1,0.9693,0.9694,0.70026537
10.92,0.307,1,0.9693,0.9694,0.68095973
11.44,0.307,1,0.9693,0.9694,0.65718277
11.96,0.307,1,0.9693,0.9694,0.62774705
12.48,0.307,1,0.9693,0.9694,0.59111112
13,0.307,1,0.9693,0.9694,0.54526398
13.52,0.307,1,0.9693,0.9694,0.48756901
14.04,0.307,1,0.9693,0.9694,0.4145517
14.56,0.307,1,0.9693,0.9694,0.32160999
15.08,0.307,1,0.9693,0.9694,0.20261687
15.6,0.307,1,0.9693,0.9694,0.07005715
16.12,0.307,1,0.9693,0.9694,0
16.64,0.307,1,0.9693,0.9694,0
17.16,0.307,1,0.9693,0.9694,0
17.68,0.307,1,0.9693,0.9694,0
18.2,0.307,1,0.9693,0.9694,0
18.72,0.307,1,0.9693,0.9694,0
19.24,0.307,1,0.9693,0.9694,0
19.76,0.307,1,0.9693,0.9694,0
20.28,0.307,1,0.9693,0.9694,0
-5.2,0.308,1,0.9692,0.9693,0.00039541
-4.68,0.308,1,0.9692,0.9693,0.00082934
-4.16,0.308,1,0.9692,0.9693,0.00173945
-3.64,0.308,1,0.9692,0.9693,0.00364832
-3.12,0.308,1,0.9692,0.9693,0.007652
-2.6,0.308,1,0.9692,0.9693,0.01604931
-2.08,0.308,1,0.9692,0.9693,0.03366183
-1.56,0.308,1,0.9692,0.9693,0.07060235
-1.04,0.308,1,0.9692,0.9693,0.14808144
-0.52,0.308,1,0.9692,0.9693,0.31058615
0,0.308,1,0.9692,0.9693,0.58367651
0.52,0.308,1,0.9692,0.9693,0.78858165
1.04,0.308,1,0.9692,0.9693,0.78836008
1.56,0.308,1,0.9692,0.9693,0.78793382
2.08,0.308,1,0.9692,0.9693,0.78729338
2.6,0.308,1,0.9692,0.9693,0.78642378
3.12,0.308,1,0.9692,0.9693,0.78530389
3.64,0.308,1,0.9692,0.9693,0.78390563
4.16,0.308,1,0.9692,0.9693,0.7821928
4.68,0.308,1,0.9692,0.9693,0.78011954
5.2,0.308,1,0.9692,0.9693,0.77762833
5.72,0.308,1,0.9692,0.9693,0.77464737
6.24,0.308,1,0.9692,0.9693,0.77108726
6.76,0.308,1,0.9692,0.9693,0.76683664
7.28,0.308,1,0.9692,0.9693,0.76175667
7.8,0.308,1,0.9692,0.9693,0.75567379
8.32,0.308,1,0.9692,0.9693,0.74837041
8.84,0.308,1,0.9692,0.9693,0.73957277
9.36,0.308,1,0.9692,0.9693,0.7289351
9.88,0.308,1,0.9692,0.9693,0.71601885
10.4,0.308,1,0.9692,0.9693,0.70026537
10.92,0.308,1,0.9692,0.9693,0.68095973
11.44,0.308,1,0.9692,0.9693,0.65718277
11.96,0.308,1,0.9692,0.9693,0.62774705
12.48,0.308,1,0.9692,0.9693,0.59111112
13,0.308,1,0.9692,0.9693,0.54526398
13.52,0.308,1,0.9692,0.9693,0.48756901
14.04,0.308,1,0.9692,0.9693,0.4145517
14.56,0.308,1,0.9692,0.9693,0.32160999
15.08,0.308,1,0.9692,0.9693,0.20261687
15.6,0.308,1,0.9692,0.9693,0.07005715
16.12,0.308,1,0.9692,0.9693,0
16.64,0.308,1,0.9692,0.9693,0
17.16,0.308,1,0.9692,0.9693,0
17.68,0.308,1,0.9692,0.9693,0
18.2,0.308,1,0.9692,0.9693,0
18.72,0.308,1,0.9692,0.9693,0
19.24,0.308,1,0.9692,0.9693,0
19.76,0.308,1,0.9692,0.9693,0
20.28,0.308,1,0.9692,0.9693,0
-5.2,0.309,1,0.9691,0.9692,0.00039541
-4.68,0.309,1,0.9691,0.9692,0.00082934
-4.16,0.309,1,0.9691,0.9692,0.00173945
-3.64,0.309,1,0.9691,0.9692,0.00364832
-3.12,0.309,1,0.9691,0.9692,0.007652
-2.6,0.309,1,0.9691,0.9692,0.01604931
-2.08,0.309,1,0.9691,0.9692,0.03366183
-1.56,0.309,1,0.9691,0.9692,0.07060235
-1.04,0.309,1,0.9691,0.9692,0.14808144
-0.52,0.309,1,0.9691,0.9692,0.31058615
0,0.309,1,0.9691,0.9692,0.58367651
0.52,0.309,1,0.9691,0.9692,0.78858165
1.04,0.309,1,0.9691,0.9692,0.78836008
1.56,0.309,1,0.9691,0.9692,0.78793382
2.08,0.309,1,0.9691,0.9692,0.78729338
2.6,0.309,1,0.9691,0.9692,0.78642378
3.12,0.309,1,0.9691,0.9692,0.78530389
3.64,0.309,1,0.9691,0.9692,0.78390563
4.16,0.309,1,0.9691,0.9692,0.7821928
4.68,0.309,1,0.9691,0.9692,0.78011954
5.2,0.309,1,0.9691,0.9692,0.77762833
5.72,0.309,1,0.9691,0.9692,0.77464737
6.24,0.309,1,0.9691,0.9692,0.77108726
6.76,0.309,1,0.9691,0.9692,0.76683664
7.28,0.309,1,0.9691,0.9692,0.76175667
7.8,0.309,1,0.9691,0.9692,0.75567379
8.32,0.309,1,0.9691,0.9692,0.74837041
8.84,0.309,1,0.9691,0.9692,0.73957277
9.36,0.309,1,0.9691,0.9692,0.7289351
9.88,0.309,1,0.9691,0.9692,0.71601885
10.4,0.309,1,0.9691,0.9692,0.70026537
10.92,0.309,1,0.9691,0.9692,0.68095973
11.44,0.309,1,0.9691,0.9692,0.65718277
11.96,0.309,1,0.9691,0.9692,0.62774705
12.48,0.309,1,0.9691,0.9692,0.59111112
13,0.309,1,0.9691,0.9692,0.54526398
13.52,0.309,1,0.9691,0.9692,0.48756901
14.04,0.309,1,0.9691,0.9692,0.4145517
14.56,0.309,1,0.9691,0.9692,0.32160999
15.08,0.309,1,0.9691,0.9692,0.20261687
15.6,0.309,1,0.9691,0.9692,0.07005715
16.12,0.309,1,0.9691,0.9692,0
16.64,0.309,1,0.9691,0.9692,0
17.16,0.309,1,0.9691,0.9692,0
17.68,0.309,1,0.9691,0.9692,0
18.2,0.309,1,0.9691,0.9692,0
18.72,0.309,1,0.9691,0.9692,0
19.24,0.309,1,0.9691,0.9692,0
19.76,0.309,1,0.9691,0.9692,0
20.28,0.309,1,0.9691,0.9692,0
-5.2,0.31,1,0.969,0.9691,0.00039541
-4.68,0.31,1,0.969,0.9691,0.00082934
-4.16,0.31,1,0.969,0.9691,0.00173945
-3.64,0.31,1,0.969,0.9691,0.00364832
-3.12,0.31,1,0.969,0.9691,0.007652
-2.6,0.31,1,0.969,0.9691,0.01604931
-2.08,0.31,1,0.969,0.9691,0.03366183
-1.56,0.31,1,0.969,0.9691,0.07060235
-1.04,0.31,1,0.969,0.9691,0.14808144
-0.52,0.31,1,0.969,0.9691,0.31058615
0,0.31,1,0.969,0.9691,0.58367651
0.52,0.31,1,0.969,0.9691,0.78858165
1.04,0.31,1,0.969,0.9691,0.78836008
1.56,0.31,1,0.969,0.9691,0.78793382
2.08,0.31,1,0.969,0.9691,0.78729338
2.6,0.31,1,0.969,0.9691,0.78642378
3.12,0.31,1,0.969,0.9691,0.78530389
3.64,0.31,1,0.969,0.9691,0.78390563
4.16,0.31,1,0.969,0.9691,0.7821928
4.68,0.31,1,0.969,0.9691,0.78011954
5.2,0.31,1,0.969,0.9691,0.77762833
5.72,0.31,1,0.969,0.9691,0.77464737
6.24,0.31,1,0.969,0.9691,0.77108726
6.76,0.31,1,0.969,0.9691,0.76683664
7.28,0.31,1,0.969,0.9691,0.76175667
7.8,0.31,1,0.969,0.9691,0.75567379
8.32,0.31,1,0.969,0.9691,0.74837041
8.84,0.31,1,0.969,0.9691,0.73957277
9.36,0.31,1,0.969,0.9691,0.7289351
9.88,0.31,1,0.969,0.9691,0.71601885
10.4,0.31,1,0.969,0.9691,0.70026537
10.92,0.31,1,0.969,0.9691,0.68095973
11.44,0.31,1,0.969,0.9691,0.65718277
11.96,0.31,1,0.969,0.9691,0.62774705
12.48,0.31,1,0.969,0.9691,0.59111112
13,0.31,1,0.969,0.9691,0.54526398
13.52,0.31,1,0.969,0.9691,0.48756901
14.04,0.31,1,0.969,0.9691,0.4145517
14.56,0.31,1,0.969,0.9691,0.32160999
15.08,0.31,1,0.969,0.9691,0.20261687
15.6,0.31,1,0.969,0.9691,0.07005715
16.12,0.31,1,0.969,0.9691,0
16.64,0.31,1,0.969,0.9691,0
17.16,0.31,1,0.969,0.9691,0
17.68,0.31,1,0.969,0.9691,0
18.2,0.31,1,0.969,0.9691,0
18.72,0.31,1,0.969,0.9691,0
19.24,0.31,1,0.969,0.9691,0
19.76,0.31,1,0.969,0.9691,0
20.28,0.31,1,0.969,0.9691,0
-5.2,0.311,1,0.9689,0.969,0.00039541
-4.68,0.311,1,0.9689,0.969,0.00082934
-4.16,0.311,1,0.9689,0.969,0.00173945
-3.64,0.311,1,0.9689,0.969,0.00364832
-3.12,0.311,1,0.9689,0.969,0.007652
-2.6,0.311,1,0.9689,0.969,0.01604931
-2.08,0.311,1,0.9689,0.969,0.03366183
-1.56,0.311,1,0.9689,0.969,0.07060235
-1.04,0.311,1,0.9689,0.969,0.14808144
-0.52,0.311,1,0.9689,0.969,0.31058615
0,0.311,1,0.9689,0.969,0.58367651
0.52,0.311,1,0.9689,0.969,0.78858165
1.04,0.311,1,0.9689,0.969,0.78836008
1.56,0.311,1,0.9689,0.969,0.78793382
2.08,0.311,1,0.9689,0.969,0.78729338
2.6,0.311,1,0.9689,0.969,0.78642378
3.12,0.311,1,0.9689,0.969,0.78530389
3.64,0.311,1,0.9689,0.969,0.78390563
4.16,0.311,1,0.9689,0.969,0.7821928
4.68,0.311,1,0.9689,0.969,0.78011954
5.2,0.311,1,0.9689,0.969,0.77762833
5.72,0.311,1,0.9689,0.969,0.77464737
6.24,0.311,1,0.9689,0.969,0.77108726
6.76,0.311,1,0.9689,0.969,0.76683664
7.28,0.311,1,0.9689,0.969,0.76175667
7.8,0.311,1,0.9689,0.969,0.75567379
8.32,0.311,1,0.9689,0.969,0.74837041
8.84,0.311,1,0.9689,0.969,0.73957277
9.36,0.311,1,0.9689,0.969,0.7289351
9.88,0.311,1,0.9689,0.969,0.71601885
10.4,0.311,1,0.9689,0.969,0.70026537
10.92,0.311,1,0.9689,0.969,0.68095973
11.44,0.311,1,0.9689,0.969,0.65718277
11.96,0.311,1,0.9689,0.969,0.62774705
12.48,0.311,1,0.9689,0.969,0.59111112
13,0.311,1,0.9689,0.969,0.54526398
13.52,0.311,1,0.9689,0.969,0.48756901
14.04,0.311,1,0.9689,0.969,0.4145517
14.56,0.311,1,0.9689,0.969,0.32160999
15.08,0.311,1,0.9689,0.969,0.20261687
15.6,0.311,1,0.9689,0.969,0.07005715
16.12,0.311,1,0.9689,0.969,0
16.64,0.311,1,0.9689,0.969,0
17.16,0.311,1,0.9689,0.969,0
17.68,0.311,1,0.9689,0.969,0
18.2,0.311,1,0.9689,0.969,0
18.72,0.311,1,0.9689,0.969,0
19.24,0.311,1,0.9689,0.969,0
19.76,0.311,1,0.9689,0.969,0
20.28,0.311,1,0.9689,0.969,0
-5.2,0.312,1,0.9688,0.9689,0.00039541
-4.68,0.312,1,0.9688,0.9689,0.00082934
-4.16,0.312,1,0.9688,0.9689,0.00173945
-3.64,0.312,1,0.9688,0.9689,0.00364832
-3.12,0.312,1,0.9688,0.9689,0.007652
-2.6,0.312,1,0.9688,0.9689,0.01604931
-2.08,0.312,1,0.9688,0.9689,0.03366183
-1.56,0.312,1,0.9688,0.9689,0.07060235
-1.04,0.312,1,0.9688,0.9689,0.14808144
-0.52,0.312,1,0.9688,0.9689,0.31058615
0,0.312,1,0.9688,0.9689,0.58367651
0.52,0.312,1,0.9688,0.9689,0.78858165
1.04,0.312,1,0.9688,0.9689,0.78836008
1.56,0.312,1,0.9688,0.9689,0.78793382
2.08,0.312,1,0.9688,0.9689,0.78729338
2.6,0.312,1,0.9688,0.9689,0.78642378
3.12,0.312,1,0.9688,0.9689,0.78530389
3.64,0.312,1,0.9688,0.9689,0.78390563
4.16,0.312,1,0.9688,0.9689,0.7821928
4.68,0.312,1,0.9688,0.9689,0.78011954
5.2,0.312,1,0.9688,0.9689,0.77762833
5.72,0.312,1,0.9688,0.9689,0.77464737
6.24,0.312,1,0.9688,0.9689,0.77108726
6.76,0.312,1,0.9688,0.9689,0.76683664
7.28,0.312,1,0.9688,0.9689,0.76175667
7.8,0.312,1,0.9688,0.9689,0.75567379
8.32,0.312,1,0.9688,0.9689,0.74837041
8.84,0.312,1,0.9688,0.9689,0.73957277
9.36,0.312,1,0.9688,0.9689,0.7289351
9.88,0.312,1,0.9688,0.9689,0.71601885
10.4,0.312,1,0.9688,0.9689,0.70026537
10.92,0.312,1,0.9688,0.9689,0.68095973
11.44,0.312,1,0.9688,0.9689,0.65718277
11.96,0.312,1,0.9688,0.9689,0.62774705
12.48,0.312,1,0.9688,0.9689,0.59111112
13,0.312,1,0.9688,0.9689,0.54526398
13.52,0.312,1,0.9688,0.9689,0.48756901
14.04,0.312,1,0.9688,0.9689,0.4145517
14.56,0.312,1,0.9688,0.9689,0.32160999
15.08,0.312,1,0.9688,0.9689,0.20261687
15.6,0.312,1,0.9688,0.9689,0.07005715
16.12,0.312,1,0.9688,0.9689,0
16.64,0.312,1,0.9688,0.9689,0
17.16,0.312,1,0.9688,0.9689,0
17.68,0.312,1,0.9688,0.9689,0
18.2,0.312,1,0.9688,0.9689,0
18.72,0.312,1,0.9688,0.9689,0
19.24,0.312,1,0.9688,0.9689,0
19.76,0.312,1,0.9688,0.9689,0
20.28,0.312,1,0.9688,0.9689,0
-5.2,0.313,1,0.9687,0.9688,0.00039541
-4.68,0.313,1,0.9687,0.9688,0.00082934
-4.16,0.313,1,0.9687,0.9688,0.00173945
-3.64,0.313,1,0.9687,0.9688,0.00364832
-3.12,0.313,1,0.9687,0.9688,0.007652
-2.6,0.313,1,0.9687,0.9688,0.01604931
-2.08,0.313,1,0.9687,0.9688,0.03366183
-1.56,0.313,1,0.9687,0.9688,0.07060235
-1.04,0.313,1,0.9687,0.9688,0.14808144
-0.52,0.313,1,0.9687,0.9688,0.31058615
0,0.313,1,0.9687,0.9688,0.58367651
0.52,0.313,1,0.9687,0.9688,0.78858165
1.04,0.313,1,0.9687,0.9688,0.78836008
1.56,0.313,1,0.9687,0.9688,0.78793382
2.08,0.313,1,0.9687,0.9688,0.78729338
2.6,0.313,1,0.9687,0.9688,0.78642378
3.12,0.313,1,0.9687,0.9688,0.78530389
3.64,0.313,1,0.9687,0.9688,0.78390563
4.16,0.313,1,0.9687,0.9688,0.7821928
4.68,0.313,1,0.9687,0.9688,0.78011954
5.2,0.313,1,0.9687,0.9688,0.77762833
5.72,0.313,1,0.9687,0.9688,0.77464737
6.24,0.313,1,0.9687,0.9688,0.77108726
6.76,0.313,1,0.9687,0.9688,0.76683664
7.28,0.313,1,0.9687,0.9688,0.76175667
7.8,0.313,1,0.9687,0.9688,0.75567379
8.32,0.313,1,0.9687,0.9688,0.74837041
8.84,0.313,1,0.9687,0.9688,0.73957277
9.36,0.313,1,0.9687,0.9688,0.7289351
9.88,0.313,1,0.9687,0.9688,0.71601885
10.4,0.313,1,0.9687,0.9688,0.70026537
10.92,0.313,1,0.9687,0.9688,0.68095973
11.44,0.313,1,0.9687,0.9688,0.65718277
11.96,0.313,1,0.9687,0.9688,0.62774705
12.48,0.313,1,0.9687,0.9688,0.59111112
13,0.313,1,0.9687,0.9688,0.54526398
13.52,0.313,1,0.9687,0.9688,0.48756901
14.04,0.313,1,0.9687,0.9688,0.4145517
14.56,0.313,1,0.9687,0.9688,0.32160999
15.08,0.313,1,0.9687,0.9688,0.20261687
15.6,0.313,1,0.9687,0.9688,0.07005715
16.12,0.313,1,0.9687,0.9688,0
16.64,0.313,1,0.9687,0.9688,0
17.16,0.313,1,0.9687,0.9688,0
17.68,0.313,1,0.9687,0.9688,0
18.2,0.313,1,0.9687,0.9688,0
18.72,0.313,1,0.9687,0.9688,0
19.24,0.313,1,0.9687,0.9688,0
19.76,0.313,1,0.9687,0.9688,0
20.28,0.313,1,0.9687,0.9688,0
-5.2,0.314,1,0.9686,0.9687,0.00039541
-4.68,0.314,1,0.9686,0.9687,0.00082934
-4.16,0.314,1,0.9686,0.9687,0.00173945
-3.64,0.314,1,0.9686,0.9687,0.00364832
-3.12,0.314,1,0.9686,0.9687,0.007652
-2.6,0.314,1,0.9686,0.9687,0.01604931
-2.08,0.314,1,0.9686,0.9687,0.03366183
-1.56,0.314,1,0.9686,0.9687,0.07060235
-1.04,0.314,1,0.9686,0.9687,0.14808144
-0.52,0.314,1,0.9686,0.9687,0.31058615
0,0.314,1,0.9686,0.9687,0.58367651
0.52,0.314,1,0.9686,0.9687,0.78858165
1.04,0.314,1,0.9686,0.9687,0.78836008
1.56,0.314,1,0.9686,0.9687,0.78793382
2.08,0.314,1,0.9686,0.9687,0.78729338
2.6,0.314,1,0.9686,0.9687,0.78642378
3.12,0.314,1,0.9686,0.9687,0.78530389
3.64,0.314,1,0.9686,0.9687,0.78390563
4.16,0.314,1,0.9686,0.9687,0.7821928
4.68,0.314,1,0.9686,0.9687,0.78011954
5.2,0.314,1,0.9686,0.9687,0.77762833
5.72,0.314,1,0.9686,0.9687,0.77464737
6.24,0.314,1,0.9686,0.9687,0.77108726
6.76,0.314,1,0.9686,0.9687,0.76683664
7.28,0.314,1,0.9686,0.9687,0.76175667
7.8,0.314,1,0.9686,0.9687,0.75567379
8.32,0.314,1,0.9686,0.9687,0.74837041
8.84,0.314,1,0.9686,0.9687,0.73957277
9.36,0.314,1,0.9686,0.9687,0.7289351
9.88,0.314,1,0.9686,0.9687,0.71601885
10.4,0.314,1,0.9686,0.9687,0.70026537
10.92,0.314,1,0.9686,0.9687,0.68095973
